affect.v | 1 | The Mahatma , or `` great souled one , '' instigated several campaigns of passive resistance against the British government in India . Unfortunately , according to Webster 's Biographical Dictionary , `` His policies went beyond his control and resulted ... in riots and disturbances '' and later a renewed campaign of civil disobedience `` resulted in rioting and a second imprisonment . '' I am not a proponent of everything Gandhi did , but some of his law breaking was justified because India was then under occupation by a foreign power , and Indians were not able to participate fully in decisions that vitally %% affected %% them . It is difficult , however , to justify civil disobedience , non-violent or not , where citizens have full recourse to the ballot box to effect change . Where truly representative governments are safeguarded by constitutional protections of human rights and an independent judiciary to construe those rights , there is no excuse for breaking the law because some individual or group disagrees with it .
allow.v | 1 | The Bush administration said it is submitting a `` comprehensive '' proposal for overhauling agricultural trade that could help break an impasse in the current round of multilateral trade negotiations . The proposal reiterates the U.S. desire to scrap or reduce a host of trade-distorting subsidies on farm products . But it would %% allow %% considerable flexibility in determining how and when these goals would be achieved . The U.S. plan also would ease the transition to freer agriculture trade by allowing some countries to convert non-tariff barriers into tariffs that , together with existing tariffs , then would be phased out over 10 years . Trade Representative Carla Hills , who along with Agriculture Secretary Clayton Yeutter unveiled the proposal , said she is confident it will gain considerable support from the U.S. 's trading partners .
allow.v | 1 | I recoil from the very thought . At the same time , I am aware that my recoil could be interpreted by readers of the tea leaves at the bottom of my psyche as an incestuous sign , since theirs is a science of paradox : if one hates , they say it is because one loves ; ; if one bullies , they say it is because one is afraid ; ; if one shuns , they say it is because one desires ; ; and according to them , whatever one fancies one feels , what one feels in fact is the opposite . Well , normally abnormal or normally normal , neurotic or merely fastidious ( do the tea-leaf readers , by the way , %% allow %% psyches to have moral taste ? ? ) , I have never wanted to know what you knew of passion . You probably would not remember , since you never seemed to remember even the same moments as I , much less their intensity , one sunny midday on Fifth Avenue when you had set out with me for some final shopping less than a week before the wedding you staged for me with such reluctance at the Farm . I can see us now .
announce.v | 1 | Under the terms of the accord , Ingersoll will pay about $ 255 million for the Register , a daily that Goodson bought for about $ 170 million in 1986 . Goodson will pay the additional $ 20 million in settlement of the management contract . Goodson also %% announced %% that it hired the former president and senior vice president of Ingersoll to run the Goodson papers . Both executives left the company after clashes with Chairman Ralph Ingersoll Jr . Goodson , which is based here , will use part of the proceeds to pay down debt associated with its purchase of the Morristown Daily Record for $ 155 million in 1987 .
approve.v | 1 | The Securities and Exchange Commission gave provisional six-month approval to the Big Board basket at a meeting late yesterday . The SEC at the same time approved a similar but smaller basket product on the Chicago Board Options Exchange , where the minimum will be $ 1.7 million . Also %% approved %% was a plan to trade stock portfolios by computer after regular hours on the Midwest Stock Exchange . The basket products are `` an evolutionary step '' in solving problems in trading big blocks of stock that came to light in the 1987 market crash , said SEC Commissioner Joseph Grundfest . New SEC Chairman Richard Breeden , overseeing his first public meeting , said there have been concerns that the Big Board 's basket could attract investors with a `` short-term perspective '' who would rapidly turn over the product , thus increasing volatility .
area.n | 2 | The first three major areas of the service sector to be revamped were expenditures by foreign students in the U.S. . ( net after expenditures by Americans studying abroad ) , some exports by professional firms ( a law firm billing a German client for services rendered in watching legislation in Washington is as much an export as shipment of an American jet engine ) , and improved data from travel and tourism . In just these three areas , the Commerce Department found $ 23 billion more exports than previously reported and $ 11.6 billion more imports , with the net result that the U.S. service surplus in 1988 increased by $ 11.3 billion , to $ 19 billion . Combined with recalculations and revisions in other trade %% areas %% , the value of U.S. net exports that had not previously been recorded was about $ 20 billion a year . That means that the U.S. trade deficit was running closer to $ 75 billion than to $ 95 billion in 1988 , and $ 55 billion ( annualized ) rather than $ 80 billion in the first quarter of 1989 . These revised figures also may explain some of the recent strength of the dollar .
area.n | 1 | Other venture capitalists are already there : MMG Patricof Group and its Alan Patricof Associates , New York ; Burr , Egan , Deleage & Co. , Boston ; and San Francisco 's Hambrecht & Quist have about $ 800 million to invest in European companies . European venture capital funds total about $ 14 billion and are expected to continue growing 35 % annually . Continentals believe that the strongest growth %% area %% will be southern Europe . Spain and Italy are most often mentioned as the future economic hot spots . Favored ventures include media , telecommunications and retailing .
area.n | 1 | These programs could be expanded to focus on funds for project planning , identifying sources of funds , and for acquiring a site and preparing it . Combatting crime and the fear of it in inner-city commercial areas should give Enterprise Zones more success than most have enjoyed to date . With many suburban areas basically overbuilt with shopping centers , inner-city %% areas %% may represent a major new untapped market for investment . New approaches to mall design and operation make it possible to tap these markets . If the risks and rewards are reasonable , developers will respond .
area.n | 1 | Big Board volume dropped to 166,900,000 shares , in line with the level of trading over the past few weeks , from 224.1 million Tuesday . Traders cited anticipation of the consumer price report for September , due today , and tomorrow 's expiration of October stock-index futures and options as major factors in the slowdown . In addition , activity at a number of San Francisco-based brokerage houses was curtailed as a result of the earthquake , which knocked out power lines and telephone service throughout the Bay %% area %% . Stocks retreated to session lows just after the opening amid worries about the market impact of the quake , but quickly snapped back to higher levels with the help of futures-related program buying . The early move essentially established the day 's trading range , and traders said they saw little of the program activity that has battered the market recently .
area.n | 1 | Intel also added 3\/8 to 33 7\/8 . But Sun Microsystems slipped 1\/4 to 17 1\/4 . Shares of biotechnology companies in the %% area %% were also higher . Chiron was up 1\/2 to 27 and Cetus gained 1\/2 to 16 3\/8 . The stocks of computer-related companies located outside California improved , too .
