affect.v | 1 | The Mahatma , or `` great souled one , '' instigated several campaigns of passive resistance against the British government in India . Unfortunately , according to Webster 's Biographical Dictionary , `` His policies went beyond his control and resulted ... in riots and disturbances '' and later a renewed campaign of civil disobedience `` resulted in rioting and a second imprisonment . '' I am not a proponent of everything Gandhi did , but some of his law breaking was justified because India was then under occupation by a foreign power , and Indians were not able to participate fully in decisions that vitally %% affected %% them . It is difficult , however , to justify civil disobedience , non-violent or not , where citizens have full recourse to the ballot box to effect change . Where truly representative governments are safeguarded by constitutional protections of human rights and an independent judiciary to construe those rights , there is no excuse for breaking the law because some individual or group disagrees with it .
approve.v | 1 | The Securities and Exchange Commission gave provisional six-month approval to the Big Board basket at a meeting late yesterday . The SEC at the same time approved a similar but smaller basket product on the Chicago Board Options Exchange , where the minimum will be $ 1.7 million . Also %% approved %% was a plan to trade stock portfolios by computer after regular hours on the Midwest Stock Exchange . The basket products are `` an evolutionary step '' in solving problems in trading big blocks of stock that came to light in the 1987 market crash , said SEC Commissioner Joseph Grundfest . New SEC Chairman Richard Breeden , overseeing his first public meeting , said there have been concerns that the Big Board 's basket could attract investors with a `` short-term perspective '' who would rapidly turn over the product , thus increasing volatility .
area.n | 1 | Big Board volume dropped to 166,900,000 shares , in line with the level of trading over the past few weeks , from 224.1 million Tuesday . Traders cited anticipation of the consumer price report for September , due today , and tomorrow 's expiration of October stock-index futures and options as major factors in the slowdown . In addition , activity at a number of San Francisco-based brokerage houses was curtailed as a result of the earthquake , which knocked out power lines and telephone service throughout the Bay %% area %% . Stocks retreated to session lows just after the opening amid worries about the market impact of the quake , but quickly snapped back to higher levels with the help of futures-related program buying . The early move essentially established the day 's trading range , and traders said they saw little of the program activity that has battered the market recently .
ask.v | 1 | Through the door , he had seen Mr. Jack walking around , waiting for Miss Ada . Finally she had come down ; ; Winston had heard her shaking out the skirt of her new pink silk hostess gown . `` How do you like it '' ? ? She had %% asked %% . Mr. Jack had said , `` You look about fifteen years old '' . `` Is that a compliment '' ? ?
authority.n | 3 | Despite the departure of Mr. Lawson and Sir Alan , the tug-of-war over the EMS could continue . Sir Geoffrey Howe , deputy prime minister and a Lawson ally on the EMS , has signaled he will continue pressing for early membership . Of immediate concern is whether the Thatcher government will continue Mr. Lawson 's policy of tracking the monetary policies of the West German Bundesbank and responding in kind when the Frankfurt %% authorities %% move interest rates . Mrs. Thatcher `` does n't like taking orders from foreigners , '' says Tim Congdon , economist with Gerrard & National Holding PLC . As Conservatives rally around Mrs. Thatcher during the crisis , many harbor hopes last week 's debacle will prompt change .
begin.v | 1 | A thin man in a gray suit looks up from a newspaper . Mr. Niciporuk sits . Anatol Pawlowski 's leg %% begins %% jiggling beneath his desk . `` Solidarity does n't care for the good of this region , '' he says after a few pleasantries . `` They want to turn everything upside down in a week .
believe.v | 1 | Martin realized , later on , that he should have `` had it out '' with Dolores that night . As violently as possible . But he was so taken aback , he could not %% believe %% any rage of his would make her give in . On the contrary , it would only weaken his position if he fumed , while she stayed calm and adamant . And if he surrendered after raving at her .
bill.n | 3 | But the appropriations set in motion spending that adds to an already grim budget picture for fiscal 1991 . Within the appropriations process , the situation is even more difficult since the costs will be counted against the share of funds to be allocated to those subcommittees that recently have had the greatest difficulty in staying within the budget . The underlying %% bill %% approved yesterday is required to keep the government operating past midnight tonight , and this urgency has contributed to the speed -- and , critics say , mistakes -- that have accompanied the package of disaster assistance . The hastily drafted measure could hurt California by requiring it to put up more matching funds for emergency highway assistance than otherwise would be required . And the state 's delegation is fearful that the new funding will be counted against a separate $ 185 million in federal highway funds it would expect to receive under its normal allocation this year .
build.v | 1 | It was a fortunate time in which to %% build %% , for the seventeenth century was a great period in Persian art . The architects , the tile and carpet makers , the potters , painters , calligraphers , and metalsmiths worked through Abbas 's reign and those of his successors to enrich the city . Travelers entering from the desert were confounded by what must have seemed an illusion : a great garden filled with nightingales and roses , cut by canals and terraced promenades , studded with water tanks of turquoise tile in which were reflected the glistening blue curves of a hundred domes .
capital.n | 1 | The bank was hamstrung in its efforts to face the challenges of a changing market by its links to the government , analysts say . Until Mr. Luzon took the helm last November , Banco Exterior was run by politicians who lacked either the skills or the will to introduce innovative changes . But Mr. Luzon has moved swiftly to streamline bureaucracy , cut costs , increase %% capital %% and build up new areas of business . `` We 've got a lot to do , '' he acknowledged . `` We 've got to move quickly . ''
