affect.v | 1 | The Mahatma , or `` great souled one , '' instigated several campaigns of passive resistance against the British government in India . Unfortunately , according to Webster 's Biographical Dictionary , `` His policies went beyond his control and resulted ... in riots and disturbances '' and later a renewed campaign of civil disobedience `` resulted in rioting and a second imprisonment . '' I am not a proponent of everything Gandhi did , but some of his law breaking was justified because India was then under occupation by a foreign power , and Indians were not able to participate fully in decisions that vitally %% affected %% them . It is difficult , however , to justify civil disobedience , non-violent or not , where citizens have full recourse to the ballot box to effect change . Where truly representative governments are safeguarded by constitutional protections of human rights and an independent judiciary to construe those rights , there is no excuse for breaking the law because some individual or group disagrees with it .
area.n | 1 | Big Board volume dropped to 166,900,000 shares , in line with the level of trading over the past few weeks , from 224.1 million Tuesday . Traders cited anticipation of the consumer price report for September , due today , and tomorrow 's expiration of October stock-index futures and options as major factors in the slowdown . In addition , activity at a number of San Francisco-based brokerage houses was curtailed as a result of the earthquake , which knocked out power lines and telephone service throughout the Bay %% area %% . Stocks retreated to session lows just after the opening amid worries about the market impact of the quake , but quickly snapped back to higher levels with the help of futures-related program buying . The early move essentially established the day 's trading range , and traders said they saw little of the program activity that has battered the market recently .
authority.n | 3 | Despite the departure of Mr. Lawson and Sir Alan , the tug-of-war over the EMS could continue . Sir Geoffrey Howe , deputy prime minister and a Lawson ally on the EMS , has signaled he will continue pressing for early membership . Of immediate concern is whether the Thatcher government will continue Mr. Lawson 's policy of tracking the monetary policies of the West German Bundesbank and responding in kind when the Frankfurt %% authorities %% move interest rates . Mrs. Thatcher `` does n't like taking orders from foreigners , '' says Tim Congdon , economist with Gerrard & National Holding PLC . As Conservatives rally around Mrs. Thatcher during the crisis , many harbor hopes last week 's debacle will prompt change .
believe.v | 1 | Martin realized , later on , that he should have `` had it out '' with Dolores that night . As violently as possible . But he was so taken aback , he could not %% believe %% any rage of his would make her give in . On the contrary , it would only weaken his position if he fumed , while she stayed calm and adamant . And if he surrendered after raving at her .
build.v | 1 | It was a fortunate time in which to %% build %% , for the seventeenth century was a great period in Persian art . The architects , the tile and carpet makers , the potters , painters , calligraphers , and metalsmiths worked through Abbas 's reign and those of his successors to enrich the city . Travelers entering from the desert were confounded by what must have seemed an illusion : a great garden filled with nightingales and roses , cut by canals and terraced promenades , studded with water tanks of turquoise tile in which were reflected the glistening blue curves of a hundred domes .
care.v | 1 | Somehow , all the other passengers ( also supposed to have died in this web of elaborate frauds to cover up the disappearance of the personnel of the Gabriel ) had simultaneously `` agreed '' to die . And , therefore , being in disgrace , they would not be cremated and their ashes flung to the winds in public ceremony . No , the fish could eat their bodies for all the Sturch %% cared %% . Hal felt sorry for Mary ; ; he had a time keeping the tears from welling to his own eyes as he stood in the crowd in the observation dome . Yet , he told himself , this was the best way .
come.v | 5 | Copper prices fell sharply Friday afternoon . For example , copper for December delivery settled 4.5 cents lower at $ 1.2345 a pound . Pressure %% came %% from several developments including the settlement of two long-term strikes . On Friday , one analyst said , rank-and-file workers ratified a new labor agreement ending a three-month strike at the Highland Valley mine in British Columbia . In Mexico , the analyst added , employees at the Cananea mine , who have been out of work since late August when the mine was declared bankrupt by the government , accepted a 35 % cut in the 3,800-man work force .
development.n | 1 | On Friday , Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations . But while International Business Machines Corp. and Compaq Computer Corp. say the bugs will delay products , most big computer makers said the flaws do n't affect them . `` Bugs like this are just a normal part of product development , '' said Richard Archuleta , director of Hewlett-Packard Co. 's advanced systems %% development %% . Hewlett announced last week that it planned to ship a computer based on the 486 chip early next year . `` These bugs do n't affect our schedule at all , '' he said .
drug.n | 1 | Mr. Cawthorn said the profit growth in the latest quarter was due to the sale of two Rorer drugs . Asilone , an antacid , was sold to Boots PLC , London . Thrombinar , a %% drug %% used to stanch bleeding , was sold to Jones Medical Industries Inc. , St. Louis . He said Rorer sold the drugs for `` nice prices '' and will record a combined , pretax gain on the sales of $ 20 million . As the gain from the sales indicates , operating profit was `` significantly '' below the year-earlier level , Mr. Cawthorn said .
estimate.v | 1 | Californians , meanwhile , tried to cope with still-limited services , blocked roadways and water shortages in the aftermath of the tremor that left scores dead and injured . Thousands remained homeless . Bush is to visit the area today , and officials in Washington %% estimated %% that emergency assistance would total at least $ 2.5 billion . A series of earthquakes struck northern China , killing at least 29 people , injuring hundreds and razing about 8,000 homes , the Xinhua News Agency said . The Senate rejected a constitutional amendment sought by Bush to prohibit desecration of the U.S. flag .
explain.v | 1 | `` Whatever you say '' . Pat swung into the saddle , yet still he delayed , his brows puckered . `` You owe it to Penny to give her a chance to %% explain %% that she was defending you , really '' , he observed mildly . `` Old Crip was n't '' , retorted Cobb tartly . `` He 'll know when you tell him .
find.v | 5 | The Senate convicted U.S. District Judge Alcee Hastings of Florida of eight impeachment articles , removing the 53-year-old judge from his $ 89,500-a-year , lifetime job . Mr. Hastings 's case was particularly nettlesome because it marked the first time a federal official was impeached and removed from office on charges of which a jury had acquitted him . In 1983 , Mr. Hastings was %% found %% not guilty of accepting a $ 150,000 bribe in a case before him , the central charge on which the Senate convicted him . He was only the sixth federal judge ever ousted from office after an impeachment trial . With no floor debate , the Senate on Friday voted 69-26 to convict Mr. Hastings of perjury and conspiring to accept a bribe , five votes more than needed .
go.v | 1 | California legislators , searching for ways to pay for the $ 4 billion to $ 6 billion in damages from last week 's earthquake , are laying the groundwork for a temporary increase in the state 's sales tax . The talk of a sales tax rise follows a rebuff from Congress on the question of how much the federal government is willing to spend to aid in California 's earthquake relief efforts . The state had sought as much as $ 4.1 billion in relief , but yesterday the House approved a more general scaled-back measure calling for $ 2.85 billion in aid , the bulk of which would go to California , with an unspecified amount %% going %% to regions affected by Hurricane Hugo . That leaves the state roughly $ 2 billion to $ 4 billion short . A sales tax increase appears to be the fastest and easiest to raise funds in a hurry .
hour.n | 1 | Thieves stole a 12th century fresco from an abandoned church in Camerino , Italy , by removing the entire wall on which the work had been painted , police said ... . West Germany 's BMW commissioned the Nuremberg post office to test a prototype battery-powered car . The vehicle has a top speed of 65 miles an %% hour %% and requires recharging from a standard wall socket every 100 miles .
keep.v | 1 | He fought to the end to preserve it as a `` government of the people , by the people , for the people '' . The truth on each side won in the civil war The fact that the Americans who upheld the sovereignty of their states did this in order to %% keep %% many of their people more securely in slavery -- the antithesis of individual liberty -- made the conflict grimmer , and the greater . Out of this ordeal the citizen emerged , in the South as in the North , as America 's true sovereign , in `` a new birth of freedom '' , as Lincoln promised . But before this came about , 214,938 Americans had given their lives in battle for the two concepts of the sovereign rights of men and of states .
management.n | 2 | Jaguar officials in the U.S. noted that Ford , as Jaguar 's largest shareholder , now has the power to call for such a meeting . U.S. auto analysts also noted that Ford is in the best position to benefit from the large number of Jaguar shares that have moved over the past month into the hands of arbitragers waiting for the highest takeover bid . Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and %% management %% . Ford officials in the U.S. declined to comment on the British government 's action or on any plans to call a special Jaguar shareholders meeting . But GM officials said they , too , were surprised by the move , which left them to `` consider all our options and explore matters further . ''
