affect.v | 1 | The Mahatma , or `` great souled one , '' instigated several campaigns of passive resistance against the British government in India . Unfortunately , according to Webster 's Biographical Dictionary , `` His policies went beyond his control and resulted ... in riots and disturbances '' and later a renewed campaign of civil disobedience `` resulted in rioting and a second imprisonment . '' I am not a proponent of everything Gandhi did , but some of his law breaking was justified because India was then under occupation by a foreign power , and Indians were not able to participate fully in decisions that vitally %% affected %% them . It is difficult , however , to justify civil disobedience , non-violent or not , where citizens have full recourse to the ballot box to effect change . Where truly representative governments are safeguarded by constitutional protections of human rights and an independent judiciary to construe those rights , there is no excuse for breaking the law because some individual or group disagrees with it .
affect.v | 1 | He also will sit on the company 's corporate planning and policy committee , made up of the top corporate and operating executives . Mr. Roman 's departure is n't expected to have any enormous repercussions at Ogilvy . American Express , Kraft General Foods , and Mattel executives said the move wo n't %% affect %% their relationships with the ad agency . `` General Foods 's relationships with its agencies are based on the agencies ' work , and will continue to be , '' said David Hurwitt , a vice president of Kraft General Foods . But some clients and analysts expressed concern that Mr. Phillips is n't as well-known to many clients .
affect.v | 1 | Otherwise , we go on endlessly trying to draw the line , color and other , as to which kind of man we wish to see dominate . We have proved so able to solve technological problems that to contend we can not realize a universal goal in the immediate future is to be extremely shortsighted , if nothing else . We must believe we have the ability to %% affect %% our own destinies : otherwise why try anything ? ? So in these pages the term `` technology '' is used to include any and all means which could amplify , project , or augment man 's control over himself and over other men . Naturally this includes all communication forms , e.g. languages , or any social , political , economic or religious structures employed for such control .
allow.v | 1 | He 's the senator most like Arthur Vandenberg , the GOP senator from Michigan who worked to forge a bipartisan foreign policy in the 1940s . `` Vandenberg and Rayburn are heroes of mine , '' Mr. Boren says , referring as well to Sam Rayburn , the Democratic House speaker who cooperated with President Eisenhower . `` They %% allowed %% this country to be credible . I really want to see that happen again . '' If this were 1949 , Mr. Boren might even succeed .
allow.v | 1 | The Bush administration said it is submitting a `` comprehensive '' proposal for overhauling agricultural trade that could help break an impasse in the current round of multilateral trade negotiations . The proposal reiterates the U.S. desire to scrap or reduce a host of trade-distorting subsidies on farm products . But it would %% allow %% considerable flexibility in determining how and when these goals would be achieved . The U.S. plan also would ease the transition to freer agriculture trade by allowing some countries to convert non-tariff barriers into tariffs that , together with existing tariffs , then would be phased out over 10 years . Trade Representative Carla Hills , who along with Agriculture Secretary Clayton Yeutter unveiled the proposal , said she is confident it will gain considerable support from the U.S. 's trading partners .
allow.v | 1 | Furthermore , he says , psychologists should not be allowed to analyze jurors ' personalities . Even some lawyers who have used consultants to their advantage see a need to limit their impact . Mr. Boies , the first lawyer to use Mr. Vinson 's services , cautions against courts ' %% allowing %% extensive jury questioning ( known as voir dire ) or giving out personal information about the jurors . `` The more extensive the voir dire , the easier you make it for that kind of research to be effective , and I do n't think courts should lend themselves to that , '' Mr. Boies says .
allow.v | 1 | You only have a privilege to practice . '' DREXEL BURNHAM LAMBERT Inc. agreed to pay a $ 50,000 fine to Delaware , the 26th state to settle with Drexel in the wake of the firm 's guilty plea to federal insider-trading charges . Drexel does n't have a Delaware office , but the New York firm has been negotiating settlements that would %% allow %% it to operate freely nationwide despite its record as an admitted felon . The firm has said it expects to pay $ 11.5 million overall to settle with states . Drexel pleaded guilty in September to six felony counts of securities and mail fraud ; it also made a $ 650 million civil settlement with the Securities and Exchange Commission .
allow.v | 1 | It also adds to the mystery of the venture . Mr. Blodgett , the boiler-room veteran , believes that for many investors , the get-rich-quick scams carry a longed-for element of excitement . `` Once people got into it , I was %% allowing %% them to live a dream , '' he says . He phoned them with updates on the investment , such as `` funny things that happened at the well that week , '' he says . `` You gave them some excitement that they did n't have in their lives . ''
allow.v | 1 | I recoil from the very thought . At the same time , I am aware that my recoil could be interpreted by readers of the tea leaves at the bottom of my psyche as an incestuous sign , since theirs is a science of paradox : if one hates , they say it is because one loves ; ; if one bullies , they say it is because one is afraid ; ; if one shuns , they say it is because one desires ; ; and according to them , whatever one fancies one feels , what one feels in fact is the opposite . Well , normally abnormal or normally normal , neurotic or merely fastidious ( do the tea-leaf readers , by the way , %% allow %% psyches to have moral taste ? ? ) , I have never wanted to know what you knew of passion . You probably would not remember , since you never seemed to remember even the same moments as I , much less their intensity , one sunny midday on Fifth Avenue when you had set out with me for some final shopping less than a week before the wedding you staged for me with such reluctance at the Farm . I can see us now .
allow.v | 1 | Blue Throat was slumped with his back against the bar , elbows supporting his massive frame . He leered at the stranger as the distance between them closed . `` Since when did they %% allow %% beardless kids into the saloon bars of this town , boys '' ? ? He asked . `` Seems to me I do n't remember altering any law about that '' . He straightened up , alert now as the buffalo hunter came closer .
announce.v | 1 | Even though the U.S. also has supported Canadian membership , it has n't been a Washington priority . `` The fact that we might not side with the Americans may be a reason why Canada 's membership in the OAS has n't been , over the years , an item high on the U.S. agenda , '' said Allan Gotlieb , former Canadian ambassador to the U.S. . The Canadian application is expected to be %% announced %% in San Jose , Costa Rica , by Canadian Prime Minister Brian Mulroney , who is attending a centenary celebration of Costa Rican democracy . `` Canada has a larger and more beneficial role to play in the hemisphere , '' Mr. Mulroney said recently . Some Canadian political commentators have opposed Canada 's joining what they see as a U.S.-dominated organization .
announce.v | 1 | `` The Famous Teddy Z , '' which CBS Inc. had hoped would emerge as one of the few bright spots in its otherwise lackluster prime-time schedule , is n't turning out to be the hit the network envisaged . Although the half-hour situation comedy seen Mondays at 9:30 p.m . Eastern and Pacific time is n't a candidate for cancellation , it is slated for fine-tuning and by next week the network may %% announce %% `` Teddy Z '' is moving to 8:30 p.m. from its 9:30 time slot , replacing `` The People Next Door , '' which became the first network show to be canceled this season . `` Teddy Z , '' which centers on a mailroom clerk-turned agent at a Hollywood talent agency , was scheduled in the coveted 9:30 p.m. slot to follow `` Murphy Brown , '' a situation comedy about a television news magazine , starring Candice Bergen . `` Teddy Z '' was boosted by favorable reviews and a network-wide promotional tie-in contest with K mart Corp .
announce.v | 1 | Under the terms of the accord , Ingersoll will pay about $ 255 million for the Register , a daily that Goodson bought for about $ 170 million in 1986 . Goodson will pay the additional $ 20 million in settlement of the management contract . Goodson also %% announced %% that it hired the former president and senior vice president of Ingersoll to run the Goodson papers . Both executives left the company after clashes with Chairman Ralph Ingersoll Jr . Goodson , which is based here , will use part of the proceeds to pay down debt associated with its purchase of the Morristown Daily Record for $ 155 million in 1987 .
announce.v | 1 | In Oakland , officials said the 57-year-old longshoreman who spent four days entombed in rubble was in critical condition with slight improvement . Estimates of damage in the area , visited Friday by Bush , topped $ 5 billion . The baseball commissioner %% announced %% that the third game of the World Series between the Giants and the Athletics would n't resume until Friday . THE U.S. . IS REQUIRED to notify foreign dictators of certain coup plans . Under guidelines included in an exchange of letters between the Reagan administration and the Senate Intelligence panel last year , the U.S. must inform foreign dictators of plans likely to endanger their lives .
announce.v | 1 | The boy was becoming acquainted with the contadini families that brought produce into Rome . On Sundays he would walk miles into the campagna to visit with them , and in particular to see their horses . The one thing he missed from his farm in the Po Valley was the animals ; ; frequently he would take his leave of Michelangelo by %% announcing %% : `` Today I go see the horses '' . It took a piece of bad luck to show Michelangelo that the boy was devoted to him . He was crouched over his anvil in the courtyard getting his chisels into trim , when a splinter of steel flew into his eye and imbedded itself in his pupil .
announce.v | 1 | More than once I was confronted by professional gamblers , `` bookies '' , loan `` sharks '' , gangsters , `` thugs '' and `` finger men '' -- people of a class I did not even know existed -- to repay my husband 's staggering losses , `` or else '' I shuddered to think that someone so dear to me could even associate with such a sinister milieu . And at three different times during our turbulent marriage strange girls , with the commonest of accents , telephoned to %% announce %% to me that Letch had sired their unborn children ! ! Having the deepest of maternal instincts , my heart fairly bled when I thought of the darling pink and white `` bundles from heaven '' I would have proudly given my husband . `` Ah , you 're too old '' , was invariably his ungallant and untrue retort whenever I suggested `` starting a family '' .
approve.v | 1 | The Securities and Exchange Commission gave provisional six-month approval to the Big Board basket at a meeting late yesterday . The SEC at the same time approved a similar but smaller basket product on the Chicago Board Options Exchange , where the minimum will be $ 1.7 million . Also %% approved %% was a plan to trade stock portfolios by computer after regular hours on the Midwest Stock Exchange . The basket products are `` an evolutionary step '' in solving problems in trading big blocks of stock that came to light in the 1987 market crash , said SEC Commissioner Joseph Grundfest . New SEC Chairman Richard Breeden , overseeing his first public meeting , said there have been concerns that the Big Board 's basket could attract investors with a `` short-term perspective '' who would rapidly turn over the product , thus increasing volatility .
approve.v | 1 | The state 's opposition to the use of dispersants , Exxon says , caused the Coast Guard `` to delay granting permission . '' Alaskan and Coast Guard officials say Exxon 's charges are n't relevant because tests conducted during the first two days following the spill showed that the dispersant was n't working anyway . Use of dispersants was %% approved %% when a test on the third day showed some positive results , officials said .
approve.v | 1 | Honecker 's departure came after weeks of street protests and an exodus to the West of East Germans who had become disenchanted with his rule . HUNGARY ADOPTED constitutional changes to form a democratic system . At a nationally televised legislative session in Budapest , the Parliament overwhelmingly %% approved %% changes formally ending one-party domination in the country , regulating free elections by next summer and establishing the office of state president to replace a 21-member council . The country was renamed the Republic of Hungary . Like other Soviet bloc nations , it had been known as a `` people 's republic '' since
area.n | 1 | `` I 'll find out , eventually , who pushed the state police buttons into action . '' Even if only some of the allegations stand up , however , they provide ample testimony to the awesome power of judges in rural communities . That power can sometimes be abused , particularly since jurists in smaller jurisdictions operate without many of the restraints that serve as corrective measures in urban %% areas %% . Lawyers and their clients who frequently bring business to a country courthouse can expect to appear before the same judge year after year . Fear of alienating that judge is pervasive , says Maurice Geiger , founder and director of the Rural Justice Center in Montpelier , Vt. , a public interest group that researches rural justice issues .
area.n | 2 | The first three major areas of the service sector to be revamped were expenditures by foreign students in the U.S. . ( net after expenditures by Americans studying abroad ) , some exports by professional firms ( a law firm billing a German client for services rendered in watching legislation in Washington is as much an export as shipment of an American jet engine ) , and improved data from travel and tourism . In just these three areas , the Commerce Department found $ 23 billion more exports than previously reported and $ 11.6 billion more imports , with the net result that the U.S. service surplus in 1988 increased by $ 11.3 billion , to $ 19 billion . Combined with recalculations and revisions in other trade %% areas %% , the value of U.S. net exports that had not previously been recorded was about $ 20 billion a year . That means that the U.S. trade deficit was running closer to $ 75 billion than to $ 95 billion in 1988 , and $ 55 billion ( annualized ) rather than $ 80 billion in the first quarter of 1989 . These revised figures also may explain some of the recent strength of the dollar .
area.n | 1 | Stewart 's honor was a nice note on a couple of grounds . One was that , despite his 62 regular-season wins over the past three seasons in the Land Beyond the Late News , he has been overshadowed by his more-muscular mates and missed out on prizes that might have been his due . The other is that he 's an Oakland native , and lifted residents ' spirits by his visits to quake-hit %% areas %% last week . Afterward , as the A 's toasted their victory with beer ( they dispensed with traditional champagne showers in deference to the quake victims ) , Stewart said he thought his championship-team ring would outshine his individual trophy . `` Give me four or five more Series with these guys , and I do n't care if I ever win a Cy Young , '' he said , in reference to baseball 's best-pitcher award .
area.n | 1 | Banco Exterior was created in 1929 to provide subsidized credits for Spanish exports . The market for export financing was liberalized in the mid-1980s , however , forcing the bank to face competition . At the same time , many of Spain 's traditional export markets in Latin America and other developing %% areas %% faced a sharp decline in economic growth . As a result , the volume of Banco Exterior 's export credit portfolio plunged from 824 billion pesatas ( $ 7.04 billion ) as of Dec. 31 , 1986 , to its current 522 billion pesetas . The other two main pillars of Banco Exterior 's traditional business -- wholesale banking and foreign currency trading -- also began to crumble under the weight of heavy competition and changing client needs .
